Day,Hour,Weekend,Weather,Temperature,Humidity,Cloudiness,Event,Holiday,Festival,Season,Offer,Footfall,CrowdDensity,Ratings,Cuisine,Traffic,Parking,ParkingDistance_m,NearbyAttractions,AirQuality_AQI,User_Max_Crowd,User_Noise_Tolerance,User_Preferred_Temp,User_Preferred_Humidity,User_Accessibility,User_Seating,Comfort
Wednesday,11,0,Hot,20.5,73.2,Sunny,0,0,0,Monsoon,0,26,Medium,4.3,Cafe,Low,Available,61.9,Park,86,45,Low,26.3,68.1,No,Indoor,Moderate
Thursday,17,0,Normal,29.0,69.7,Cloudy,0,0,0,Monsoon,0,31,Medium,4.6,FastFood,Low,Limited,161.0,Office,120,44,Low,29.4,37.7,Yes,Window,Moderate
Thursday,13,0,Normal,33.8,47.0,Partly Cloudy,0,0,0,Winter,0,22,Medium,4.6,FastFood,Low,Limited,157.5,Park,98,34,Low,23.2,63.0,Yes,Window,Moderate
Monday,8,0,Normal,34.5,35.1,Partly Cloudy,1,0,0,Monsoon,0,26,Medium,4.9,Italian,Medium,Available,45.6,None,158,53,Medium,27.4,64.9,No,Booth,Moderate
Thursday,10,0,Cloudy,23.3,57.0,Overcast,1,0,0,Monsoon,1,29,Medium,4.1,Bakery,Low,Available,114.0,Mall,141,20,High,27.0,68.8,No,Outdoor,Moderate
Wednesday,12,0,Hot,28.5,89.6,Partly Cloudy,0,0,0,Monsoon,0,23,Medium,3.6,Cafe,Low,Available,21.3,Park,190,14,Low,24.7,37.5,Yes,Window,Noisy
Saturday,8,1,Normal,34.1,82.0,Cloudy,0,1,0,Summer,0,34,Medium,3.7,FastFood,Low,Available,50.1,Park,133,40,Low,29.0,35.1,Yes,Indoor,Noisy
Saturday,10,1,Hot,22.1,40.2,Overcast,1,0,0,Summer,0,31,Medium,3.5,Bakery,High,Limited,136.7,Mall,188,32,High,22.5,35.3,Yes,Indoor,Comfortable
Sunday,19,1,Normal,31.2,79.8,Sunny,0,0,0,Winter,0,46,High,4.3,Italian,High,Limited,46.6,None,143,55,High,23.2,40.6,Yes,Window,Overloaded
Thursday,14,0,Hot,23.6,66.1,Sunny,0,0,0,Winter,0,34,Medium,3.7,Bakery,Medium,Full,110.3,Park,149,10,High,26.8,36.7,No,Indoor,Noisy
Saturday,16,1,Cloudy,34.7,77.7,Overcast,0,0,0,Winter,1,42,High,3.8,Chinese,High,Available,75.4,Office,128,51,High,28.4,31.6,Yes,Window,Overloaded
Tuesday,9,0,Normal,22.5,79.2,Overcast,0,0,1,Monsoon,0,22,Medium,4.8,Bakery,Medium,Available,86.9,None,83,44,Low,26.7,40.5,No,Window,Noisy
Sunday,19,1,Normal,33.3,40.9,Overcast,0,0,0,Winter,0,41,High,3.7,Bakery,Medium,Available,122.2,Office,104,13,Low,27.5,56.2,Yes,Indoor,Noisy
Thursday,9,0,Normal,21.3,69.6,Cloudy,0,0,0,Summer,1,17,Low,4.8,Chinese,Low,Limited,183.0,School,56,14,Medium,25.1,36.8,Yes,Indoor,Calm
Tuesday,15,0,Normal,30.6,45.9,Sunny,1,0,1,Monsoon,0,43,High,4.2,FastFood,Medium,Available,64.7,Cinema,116,48,High,28.1,64.8,Yes,Window,Noisy
Friday,15,0,Rainy,29.6,73.5,Cloudy,0,0,0,Monsoon,0,31,Medium,4.4,Italian,Medium,Full,57.3,None,69,60,Low,24.3,65.8,Yes,Booth,Noisy
Friday,20,0,Hot,33.3,50.6,Sunny,0,0,0,Winter,1,40,High,4.3,Chinese,Low,Limited,172.7,Office,89,34,High,24.0,54.4,No,Window,Noisy
Monday,13,0,Normal,26.7,57.2,Overcast,0,0,0,Monsoon,0,30,Medium,3.7,Bakery,Medium,Available,33.7,Cinema,56,25,High,26.1,59.0,Yes,Window,Moderate
Thursday,16,0,Hot,24.0,65.4,Cloudy,0,1,0,Monsoon,0,40,High,4.8,SouthIndian,Medium,Available,89.8,Cinema,86,12,Medium,27.9,44.2,No,Booth,Noisy
Friday,17,0,Normal,23.7,43.8,Partly Cloudy,1,0,0,Summer,0,35,Medium,4.1,Chinese,Medium,Limited,133.2,Office,173,26,High,29.6,48.5,Yes,Window,Moderate
Friday,9,0,Normal,21.0,53.1,Sunny,0,1,0,Summer,0,25,Medium,3.5,SouthIndian,Low,Available,104.6,School,63,31,Low,25.9,30.3,No,Outdoor,Moderate
Saturday,15,1,Normal,23.8,36.5,Overcast,0,0,0,Monsoon,0,32,Medium,3.7,Chinese,Medium,Full,195.8,None,158,55,High,27.0,60.3,No,Indoor,Noisy
Monday,16,0,Cloudy,21.6,42.1,Overcast,0,1,0,Winter,1,38,Medium,5.0,Bakery,Low,Available,87.1,None,81,50,Medium,25.6,32.7,Yes,Booth,Moderate
Monday,11,0,Normal,20.0,81.6,Cloudy,0,0,0,Summer,1,24,Medium,4.6,FastFood,Low,Available,46.3,Cinema,142,22,High,28.2,32.3,Yes,Indoor,Noisy
Saturday,17,1,Rainy,25.8,60.3,Partly Cloudy,0,0,0,Monsoon,1,43,High,4.8,Chinese,Low,Available,58.1,School,91,12,Low,22.6,57.6,No,Booth,Noisy
Thursday,8,0,Normal,31.0,55.2,Partly Cloudy,0,0,0,Winter,1,24,Medium,3.9,Chinese,Low,Available,34.4,None,172,34,Medium,23.5,57.6,No,Booth,Moderate
Tuesday,19,0,Hot,34.5,39.0,Sunny,1,0,0,Summer,0,40,High,4.0,FastFood,High,Available,45.0,Office,109,48,Low,23.0,63.6,No,Indoor,Overloaded
Sunday,20,1,Hot,33.3,35.8,Sunny,0,0,1,Winter,0,49,High,4.8,FastFood,Low,Available,131.8,Cinema,192,60,Low,22.7,40.9,No,Indoor,Noisy
Thursday,22,0,Normal,27.4,58.6,Sunny,0,0,0,Monsoon,1,45,High,4.3,Italian,Low,Limited,32.8,Office,176,24,High,22.4,52.6,No,Window,Noisy
Tuesday,21,0,Rainy,25.7,66.9,Cloudy,0,0,0,Winter,0,47,High,3.7,Bakery,Low,Available,137.5,None,121,30,Medium,26.2,36.4,Yes,Indoor,Overloaded
Monday,18,0,Rainy,28.2,32.3,Overcast,1,0,0,Winter,1,49,High,3.9,SouthIndian,Low,Available,35.2,Cinema,65,56,Low,29.7,44.8,No,Outdoor,Overloaded
Wednesday,16,0,Normal,21.5,77.0,Cloudy,0,0,0,Winter,0,27,Medium,4.5,Bakery,Low,Available,17.6,Mall,92,44,High,22.3,61.2,Yes,Indoor,Noisy
Thursday,12,0,Normal,27.2,60.2,Overcast,0,0,0,Summer,0,27,Medium,4.7,Chinese,Medium,Limited,199.6,School,65,42,Medium,27.6,63.6,No,Window,Comfortable
Wednesday,15,0,Normal,33.0,37.1,Overcast,0,0,0,Monsoon,0,27,Medium,4.9,FastFood,Medium,Limited,151.5,Mall,163,19,Medium,29.9,55.7,No,Window,Moderate
Tuesday,18,0,Rainy,29.8,58.9,Overcast,0,0,0,Monsoon,0,38,Medium,4.1,Cafe,Low,Full,148.9,School,71,27,High,26.4,32.4,Yes,Window,Overloaded
Thursday,8,0,Normal,30.3,37.8,Partly Cloudy,1,0,1,Monsoon,1,27,Medium,4.4,FastFood,High,Limited,140.0,Park,160,49,High,28.5,49.3,No,Indoor,Noisy
Wednesday,8,0,Normal,22.4,66.2,Cloudy,0,0,0,Summer,0,22,Medium,4.2,Italian,Medium,Available,35.3,None,159,24,Low,27.9,54.6,No,Window,Moderate
Wednesday,15,0,Normal,21.1,79.7,Cloudy,0,0,0,Monsoon,0,27,Medium,3.8,Bakery,Medium,Available,51.4,Mall,55,31,High,22.4,34.0,No,Indoor,Noisy
Sunday,21,1,Cloudy,32.7,83.8,Cloudy,0,0,0,Summer,0,42,High,4.0,FastFood,Medium,Available,192.3,Office,155,24,High,29.3,55.4,Yes,Outdoor,Overloaded
Thursday,14,0,Cloudy,24.4,76.5,Partly Cloudy,1,0,0,Monsoon,1,39,Medium,4.6,Italian,Medium,Limited,119.2,None,108,29,Medium,29.8,35.8,No,Outdoor,Noisy
Wednesday,14,0,Cloudy,24.8,69.0,Partly Cloudy,0,0,0,Summer,0,31,Medium,5.0,Cafe,Low,Limited,133.9,Cinema,83,10,High,22.6,60.0,Yes,Outdoor,Moderate
Sunday,18,1,Rainy,34.3,61.3,Overcast,0,0,0,Summer,1,41,High,4.9,Bakery,High,Available,146.3,Cinema,82,12,High,28.8,51.8,No,Indoor,Overloaded
Sunday,9,1,Normal,21.1,52.2,Partly Cloudy,0,0,0,Monsoon,1,28,Medium,3.7,Bakery,Low,Available,167.7,Park,122,54,Medium,28.9,48.6,No,Indoor,Moderate
Thursday,15,0,Normal,22.6,32.6,Sunny,0,1,0,Winter,1,39,Medium,4.6,Chinese,Medium,Limited,12.6,School,185,60,High,25.9,53.5,Yes,Outdoor,Moderate
Wednesday,19,0,Overcast,25.6,61.8,Sunny,0,0,0,Summer,0,44,High,4.2,Italian,High,Full,30.3,Mall,77,50,Medium,27.5,59.4,No,Booth,Overloaded
Sunday,22,1,Cloudy,31.0,43.8,Sunny,0,0,0,Summer,1,50,High,4.0,Chinese,Medium,Available,49.2,Cinema,137,57,Low,28.4,49.0,No,Booth,Noisy
Monday,15,0,Rainy,28.2,78.1,Cloudy,1,0,0,Monsoon,0,35,Medium,3.8,Italian,Medium,Available,37.4,Office,131,16,High,29.5,59.8,No,Outdoor,Noisy
Thursday,9,0,Hot,33.5,77.4,Sunny,1,0,0,Monsoon,1,23,Medium,4.2,SouthIndian,Medium,Limited,147.6,Park,116,42,High,26.8,69.3,No,Indoor,Noisy
Monday,22,0,Normal,21.4,52.9,Partly Cloudy,0,0,0,Summer,0,38,Medium,5.0,SouthIndian,Medium,Full,159.3,Cinema,90,14,Low,24.8,64.6,Yes,Outdoor,Noisy
Saturday,9,1,Normal,28.9,65.3,Cloudy,0,0,0,Monsoon,1,24,Medium,3.5,Italian,Low,Available,175.1,School,51,55,Medium,26.7,53.0,Yes,Window,Moderate
Friday,13,0,Normal,29.2,74.5,Cloudy,0,0,0,Monsoon,0,29,Medium,4.6,FastFood,Low,Available,71.8,Cinema,106,35,High,27.0,38.2,Yes,Booth,Moderate
Monday,17,0,Normal,27.2,75.7,Sunny,0,0,0,Winter,1,38,Medium,3.8,Bakery,Low,Available,88.1,None,123,38,High,24.0,37.1,Yes,Window,Noisy
Wednesday,10,0,Hot,20.5,71.8,Overcast,0,0,0,Summer,0,27,Medium,3.6,Chinese,High,Limited,135.3,Office,58,40,Low,24.8,33.1,Yes,Indoor,Noisy
Tuesday,9,0,Normal,34.1,35.9,Overcast,0,0,1,Summer,1,21,Medium,4.2,FastFood,Low,Available,139.3,Park,113,42,High,26.8,49.8,Yes,Booth,Moderate
Saturday,10,1,Hot,22.5,38.0,Partly Cloudy,1,0,0,Monsoon,0,28,Medium,3.6,Italian,Medium,Available,94.2,None,65,28,Low,27.9,41.9,Yes,Indoor,Moderate
Monday,12,0,Normal,33.3,58.6,Sunny,0,1,0,Summer,0,32,Medium,4.4,Italian,High,Limited,48.3,School,81,42,Medium,29.2,35.8,Yes,Outdoor,Noisy
Sunday,17,1,Hot,22.4,44.0,Partly Cloudy,0,0,0,Monsoon,1,38,Medium,4.4,Bakery,Medium,Limited,130.7,Mall,54,14,Low,22.9,41.6,Yes,Booth,Moderate
Saturday,18,1,Hot,21.5,81.5,Overcast,0,1,0,Monsoon,0,44,High,3.6,Italian,Medium,Available,49.3,Cinema,142,37,Medium,22.8,40.6,Yes,Window,Overloaded
Monday,17,0,Cloudy,23.1,47.0,Overcast,0,0,1,Winter,1,41,High,4.5,Bakery,Low,Available,77.1,Park,153,32,High,23.4,65.6,No,Outdoor,Noisy
Sunday,16,1,Rainy,22.8,82.6,Sunny,0,0,0,Winter,1,47,High,4.8,SouthIndian,Low,Available,175.3,Cinema,177,21,High,29.2,55.8,No,Window,Overloaded
Monday,19,0,Overcast,30.5,54.5,Overcast,1,0,1,Winter,0,56,High,4.0,SouthIndian,Medium,Available,173.0,Park,194,27,High,29.6,38.6,Yes,Indoor,Overloaded
Tuesday,13,0,Rainy,30.8,41.3,Overcast,0,0,0,Summer,0,34,Medium,3.5,Chinese,High,Available,135.8,School,165,26,Low,28.0,46.8,Yes,Booth,Noisy
Tuesday,14,0,Normal,30.9,72.5,Overcast,0,0,0,Summer,0,24,Medium,3.8,FastFood,Low,Available,103.1,Park,144,26,Low,24.0,34.3,No,Window,Moderate
Sunday,17,1,Normal,24.0,77.4,Sunny,0,0,0,Winter,0,43,High,3.9,Italian,High,Available,190.3,None,158,52,High,26.5,63.1,No,Booth,Overloaded
Monday,16,0,Normal,24.2,64.7,Sunny,0,1,0,Monsoon,0,40,High,4.9,SouthIndian,High,Full,93.1,Mall,128,33,Medium,23.5,32.1,Yes,Outdoor,Overloaded
Friday,12,0,Rainy,23.6,37.1,Overcast,1,0,0,Summer,0,35,Medium,4.1,FastFood,Medium,Available,57.9,Office,66,26,High,22.2,37.7,Yes,Outdoor,Moderate
Tuesday,15,0,Cloudy,20.7,30.4,Overcast,0,0,1,Winter,0,37,Medium,4.6,SouthIndian,Low,Available,92.3,Mall,144,26,Low,28.9,45.3,Yes,Outdoor,Moderate
Tuesday,16,0,Hot,28.6,69.3,Cloudy,1,0,0,Summer,1,39,Medium,4.1,SouthIndian,Low,Full,40.1,Cinema,163,37,High,23.2,47.3,Yes,Window,Noisy
Tuesday,17,0,Normal,32.6,71.3,Sunny,0,0,1,Monsoon,0,42,High,4.7,Cafe,Low,Full,158.5,Park,139,13,High,22.9,57.5,No,Booth,Overloaded
Thursday,14,0,Hot,22.3,49.0,Partly Cloudy,0,1,0,Winter,1,34,Medium,4.9,Chinese,Medium,Limited,168.4,Park,145,44,Medium,23.4,38.6,Yes,Outdoor,Moderate
Saturday,9,1,Normal,25.4,51.7,Partly Cloudy,0,0,0,Summer,0,25,Medium,4.3,Cafe,Low,Available,152.2,Mall,122,23,Low,27.4,49.0,Yes,Outdoor,Moderate
Monday,20,0,Normal,26.4,39.3,Overcast,0,1,0,Monsoon,1,39,Medium,4.5,Bakery,High,Available,109.6,None,158,44,High,27.5,36.0,Yes,Indoor,Comfortable
Friday,19,0,Rainy,24.4,69.1,Overcast,0,0,0,Summer,1,46,High,3.8,FastFood,Low,Available,48.7,None,94,33,Medium,24.1,46.0,Yes,Outdoor,Overloaded
Tuesday,9,0,Rainy,29.9,45.2,Cloudy,0,0,0,Summer,0,28,Medium,4.4,Bakery,Medium,Limited,31.0,Office,113,54,Medium,29.0,57.8,Yes,Booth,Moderate
Thursday,21,0,Cloudy,29.0,81.3,Cloudy,0,0,0,Monsoon,0,40,High,3.7,FastFood,High,Available,64.6,Office,114,14,Medium,25.1,36.8,Yes,Window,Overloaded
Saturday,18,1,Normal,23.0,55.4,Sunny,1,0,0,Monsoon,0,47,High,3.8,FastFood,Low,Full,63.9,Cinema,172,40,Low,29.7,67.4,Yes,Window,Overloaded
Wednesday,18,0,Hot,20.4,51.9,Partly Cloudy,1,0,0,Summer,1,40,High,3.8,FastFood,Low,Available,43.6,School,77,48,High,29.3,36.1,No,Indoor,Noisy
Sunday,22,1,Hot,22.6,46.5,Cloudy,0,0,0,Winter,0,46,High,4.3,Bakery,Medium,Available,156.1,Cinema,85,49,Low,27.9,31.4,Yes,Indoor,Noisy
Wednesday,20,0,Rainy,24.4,70.8,Partly Cloudy,0,0,0,Winter,0,41,High,3.7,Italian,Medium,Available,99.9,School,114,23,High,22.0,53.8,Yes,Booth,Overloaded
Tuesday,16,0,Normal,21.2,75.3,Cloudy,0,1,0,Monsoon,0,41,High,4.3,Chinese,High,Limited,154.9,Mall,168,38,Low,26.3,61.2,Yes,Booth,Overloaded
Friday,19,0,Cloudy,32.7,54.8,Overcast,1,0,0,Monsoon,0,44,High,4.5,Cafe,High,Available,22.4,School,161,55,Low,23.6,39.5,No,Indoor,Overloaded
Friday,21,0,Normal,24.6,77.0,Cloudy,1,0,0,Monsoon,0,40,High,4.1,Chinese,Medium,Available,96.3,Office,50,60,High,29.8,65.7,No,Booth,Overloaded
Saturday,11,1,Overcast,26.0,58.9,Cloudy,0,0,0,Summer,1,37,Medium,4.4,FastFood,Low,Available,67.6,School,78,45,Medium,24.4,46.6,No,Indoor,Moderate
Saturday,14,1,Normal,27.3,52.2,Sunny,0,0,0,Monsoon,0,37,Medium,4.8,Bakery,Medium,Available,52.6,Park,61,16,Low,25.5,35.4,Yes,Outdoor,Moderate
Monday,15,0,Cloudy,29.9,63.3,Overcast,0,0,0,Monsoon,0,34,Medium,4.4,SouthIndian,Low,Available,48.2,Cinema,192,10,Low,29.2,52.8,Yes,Indoor,Moderate
Sunday,22,1,Overcast,21.4,45.2,Overcast,0,0,0,Winter,0,56,High,4.9,SouthIndian,Low,Available,174.1,Office,65,51,Low,22.1,37.9,Yes,Indoor,Overloaded
Sunday,11,1,Normal,28.2,48.4,Sunny,0,1,0,Monsoon,1,29,Medium,4.6,Italian,Low,Limited,169.5,Office,80,53,Low,26.0,68.3,No,Indoor,Moderate
Tuesday,14,0,Overcast,22.8,50.7,Partly Cloudy,1,1,0,Summer,0,46,High,4.4,Chinese,Medium,Available,193.1,Cinema,181,51,High,26.1,53.3,No,Window,Noisy
Wednesday,13,0,Normal,33.3,72.3,Overcast,0,0,0,Winter,0,25,Medium,4.9,Cafe,High,Available,61.2,School,81,58,Low,26.1,30.4,No,Outdoor,Noisy
Monday,21,0,Normal,25.5,74.1,Overcast,1,0,0,Monsoon,0,46,High,3.8,Chinese,Low,Limited,101.3,Cinema,59,56,High,26.6,48.6,Yes,Indoor,Noisy
Friday,15,0,Rainy,26.7,81.3,Sunny,0,0,0,Winter,0,38,Medium,3.5,Italian,Medium,Available,93.2,School,103,52,Medium,24.6,54.2,Yes,Indoor,Noisy
Monday,14,0,Normal,23.9,69.6,Partly Cloudy,0,0,1,Monsoon,0,30,Medium,3.8,FastFood,High,Limited,35.4,None,56,30,High,24.2,31.2,No,Outdoor,Noisy
Wednesday,14,0,Cloudy,27.0,74.9,Overcast,0,0,1,Winter,1,34,Medium,3.8,Chinese,Medium,Available,158.4,Mall,155,25,Low,22.2,33.8,No,Outdoor,Moderate
Friday,19,0,Rainy,23.4,56.8,Sunny,0,1,0,Summer,0,50,High,4.9,FastFood,Low,Available,132.6,Mall,191,51,High,23.3,39.7,Yes,Booth,Overloaded
Saturday,9,1,Hot,24.0,72.0,Overcast,0,0,0,Winter,1,22,Medium,4.4,Bakery,High,Limited,83.1,Office,108,48,Low,28.9,43.3,Yes,Booth,Noisy
Thursday,13,0,Normal,20.9,39.7,Cloudy,0,0,0,Summer,1,27,Medium,3.7,Chinese,Medium,Available,197.4,Park,75,17,Low,26.9,61.9,Yes,Indoor,Moderate
Thursday,14,0,Rainy,31.3,42.9,Partly Cloudy,0,0,0,Monsoon,0,36,Medium,4.2,Cafe,Low,Full,114.8,Office,165,19,High,25.0,68.6,Yes,Indoor,Noisy
Saturday,13,1,Normal,30.0,54.0,Cloudy,0,1,0,Summer,0,41,High,3.5,SouthIndian,Medium,Limited,132.0,Mall,152,44,Low,26.1,31.0,Yes,Window,Noisy
Tuesday,18,0,Normal,21.3,50.3,Partly Cloudy,0,0,0,Monsoon,1,30,Medium,3.6,Chinese,Low,Limited,37.5,Mall,120,39,Low,24.8,48.5,No,Window,Moderate
Monday,12,0,Rainy,25.2,63.0,Sunny,0,0,0,Winter,1,34,Medium,5.0,Cafe,Low,Available,60.9,None,73,42,Medium,26.9,54.6,Yes,Window,Moderate
Friday,13,0,Normal,28.1,71.8,Overcast,0,0,0,Summer,0,31,Medium,3.7,Bakery,Low,Available,80.5,Cinema,175,42,Low,29.0,33.6,No,Indoor,Moderate
Saturday,10,1,Normal,34.6,72.4,Overcast,0,0,0,Monsoon,0,27,Medium,4.7,Italian,High,Available,58.4,Park,91,52,Medium,23.5,60.1,Yes,Window,Noisy
Sunday,18,1,Overcast,28.8,39.6,Sunny,0,0,0,Monsoon,0,45,High,4.1,Cafe,Medium,Available,28.8,Cinema,158,26,Medium,27.5,31.4,No,Outdoor,Overloaded
Saturday,22,1,Normal,28.3,87.9,Overcast,0,0,0,Summer,0,49,High,4.2,Bakery,Low,Available,173.8,Park,182,44,Medium,26.0,48.1,Yes,Booth,Overloaded
Tuesday,15,0,Hot,32.6,30.3,Cloudy,0,0,0,Monsoon,1,34,Medium,4.0,Italian,Medium,Limited,108.1,Park,60,57,Medium,27.0,36.4,Yes,Outdoor,Moderate
Monday,9,0,Cloudy,32.3,35.5,Sunny,0,0,1,Winter,0,31,Medium,4.6,Italian,Medium,Available,68.9,Mall,189,34,High,29.2,34.4,Yes,Outdoor,Moderate
Saturday,9,1,Normal,26.3,38.7,Cloudy,0,0,1,Winter,0,32,Medium,3.9,Chinese,Low,Limited,86.7,Mall,53,49,Low,25.2,51.6,No,Indoor,Moderate
Sunday,21,1,Normal,28.0,85.6,Partly Cloudy,0,1,1,Monsoon,0,51,High,4.1,Italian,Medium,Available,22.0,Mall,182,46,High,27.1,45.2,Yes,Indoor,Overloaded
Wednesday,9,0,Rainy,33.0,56.1,Overcast,0,0,0,Winter,1,27,Medium,4.7,Cafe,Low,Available,191.9,Park,74,47,Low,23.7,31.7,Yes,Booth,Moderate
Sunday,9,1,Normal,27.1,33.8,Cloudy,0,0,1,Summer,0,34,Medium,4.6,Cafe,Medium,Available,30.4,Cinema,143,37,High,29.6,50.4,Yes,Indoor,Moderate
Saturday,14,1,Normal,33.2,43.3,Overcast,0,0,0,Monsoon,1,32,Medium,4.0,SouthIndian,Low,Limited,180.8,Office,164,47,High,26.8,65.4,No,Window,Moderate
Friday,9,0,Normal,27.1,34.8,Partly Cloudy,1,0,0,Monsoon,0,29,Medium,4.8,Italian,Medium,Available,57.9,Mall,77,43,High,24.5,56.2,No,Booth,Moderate
Sunday,19,1,Cloudy,21.2,32.3,Overcast,0,0,0,Summer,1,40,High,4.0,Italian,Low,Available,56.4,Mall,87,42,Low,23.9,49.8,Yes,Outdoor,Noisy
Monday,19,0,Rainy,33.5,53.1,Partly Cloudy,1,0,0,Summer,0,49,High,3.6,FastFood,High,Full,192.0,None,57,59,Low,23.5,37.4,Yes,Outdoor,Overloaded
Sunday,13,1,Normal,30.7,89.1,Sunny,0,0,0,Winter,0,35,Medium,4.4,FastFood,Low,Available,187.0,Office,77,19,Medium,29.4,31.0,Yes,Indoor,Noisy
Friday,20,0,Normal,27.5,66.8,Overcast,0,1,0,Monsoon,0,45,High,3.8,Bakery,Low,Available,172.6,Cinema,137,58,Medium,25.8,62.9,No,Window,Comfortable
Sunday,10,1,Normal,33.5,61.3,Sunny,0,1,0,Winter,0,34,Medium,3.7,Chinese,Low,Limited,119.1,School,65,54,High,28.4,42.6,No,Outdoor,Moderate
Monday,16,0,Normal,32.0,72.7,Partly Cloudy,1,0,0,Monsoon,0,35,Medium,4.5,FastFood,High,Limited,185.6,Mall,168,48,High,23.3,66.9,No,Booth,Noisy
Wednesday,8,0,Hot,30.2,65.8,Sunny,1,0,0,Winter,0,28,Medium,3.9,Chinese,Low,Available,185.1,Mall,71,13,High,24.9,60.9,No,Indoor,Moderate
Friday,17,0,Normal,29.3,86.7,Cloudy,1,1,0,Winter,0,38,Medium,3.7,Chinese,Medium,Available,129.2,Mall,100,29,Low,23.2,59.7,Yes,Booth,Noisy
Thursday,16,0,Rainy,21.8,79.2,Sunny,0,0,0,Winter,0,34,Medium,4.2,FastFood,High,Available,195.7,Park,180,30,High,25.3,61.7,Yes,Booth,Overloaded
Saturday,16,1,Rainy,31.4,68.4,Cloudy,0,0,0,Monsoon,0,37,Medium,4.2,FastFood,Low,Available,10.6,Cinema,60,40,Low,29.1,70.0,Yes,Window,Moderate
Wednesday,13,0,Normal,22.6,56.3,Partly Cloudy,0,0,0,Monsoon,1,32,Medium,4.5,Chinese,Medium,Available,192.1,Mall,154,47,High,24.8,34.4,Yes,Window,Moderate
Monday,18,0,Hot,34.8,42.1,Partly Cloudy,0,0,0,Monsoon,0,37,Medium,3.9,Chinese,Low,Limited,72.2,Cinema,165,54,Low,22.7,36.7,Yes,Window,Moderate
Friday,9,0,Overcast,34.6,69.4,Overcast,0,0,0,Monsoon,0,27,Medium,3.7,SouthIndian,Medium,Limited,141.0,None,76,18,High,28.5,62.3,No,Window,Moderate
Saturday,14,1,Rainy,32.1,78.2,Cloudy,0,0,0,Monsoon,1,35,Medium,4.8,FastFood,Low,Available,115.2,School,113,40,High,23.1,68.6,No,Booth,Noisy
Wednesday,13,0,Normal,21.9,47.2,Overcast,0,0,0,Monsoon,1,24,Medium,4.5,Cafe,Low,Limited,117.9,Mall,63,16,High,27.2,49.0,Yes,Indoor,Moderate
Monday,21,0,Normal,26.4,32.0,Overcast,0,0,0,Monsoon,1,37,Medium,3.8,Italian,Medium,Full,10.3,School,168,27,Low,26.6,30.3,Yes,Outdoor,Noisy
Sunday,18,1,Hot,34.8,66.0,Partly Cloudy,0,0,0,Monsoon,1,44,High,4.8,Bakery,High,Available,46.7,None,108,38,Low,29.4,40.3,No,Outdoor,Overloaded
Thursday,20,0,Normal,26.5,60.9,Sunny,0,0,0,Summer,0,39,Medium,4.8,Italian,High,Limited,30.6,Cinema,135,53,Low,23.2,39.8,No,Indoor,Noisy
Sunday,14,1,Hot,35.0,43.9,Partly Cloudy,0,0,0,Winter,0,39,Medium,4.7,Bakery,Medium,Limited,68.2,Mall,70,18,High,24.3,32.2,No,Booth,Moderate
Thursday,21,0,Normal,29.4,40.2,Partly Cloudy,0,0,0,Summer,0,35,Medium,4.0,Cafe,Low,Limited,155.2,None,62,26,Low,22.6,69.1,No,Indoor,Moderate
Monday,22,0,Cloudy,32.5,32.2,Sunny,1,0,0,Monsoon,1,43,High,4.1,Chinese,Low,Available,57.7,School,123,34,Low,29.4,63.0,No,Window,Noisy
Thursday,19,0,Rainy,23.9,44.4,Cloudy,0,0,0,Summer,0,37,Medium,4.4,FastFood,High,Limited,162.9,Mall,142,24,Medium,29.6,60.4,Yes,Booth,Overloaded
Wednesday,8,0,Rainy,33.7,30.0,Cloudy,1,1,0,Summer,1,40,High,4.8,Chinese,Low,Limited,121.4,Park,185,12,High,28.1,41.7,Yes,Indoor,Noisy
Saturday,12,1,Normal,33.7,39.4,Sunny,0,0,0,Winter,0,36,Medium,4.9,Cafe,Low,Limited,129.5,Park,120,15,High,23.7,61.5,Yes,Window,Moderate
Sunday,17,1,Normal,21.0,89.8,Sunny,0,1,1,Monsoon,0,52,High,3.8,FastFood,Low,Limited,137.3,Office,175,56,Low,23.2,66.1,No,Outdoor,Overloaded
Thursday,12,0,Hot,25.8,76.8,Overcast,0,0,1,Summer,0,26,Medium,4.1,Italian,Medium,Limited,192.5,None,126,48,Low,24.5,37.3,Yes,Window,Noisy
Saturday,13,1,Cloudy,26.0,51.2,Sunny,0,0,0,Winter,0,37,Medium,4.9,Bakery,Low,Available,117.4,Cinema,101,44,Low,28.1,35.8,No,Booth,Moderate
Tuesday,9,0,Rainy,24.9,53.7,Sunny,0,0,0,Winter,0,26,Medium,5.0,Cafe,Medium,Available,77.8,Office,152,57,Low,27.6,55.9,Yes,Booth,Moderate
Thursday,17,0,Hot,24.1,65.2,Overcast,0,0,0,Monsoon,0,29,Medium,3.8,FastFood,Medium,Available,82.2,Cinema,94,34,High,25.2,30.6,Yes,Booth,Moderate
Tuesday,16,0,Normal,26.9,61.1,Cloudy,0,0,0,Summer,0,35,Medium,4.0,FastFood,Low,Limited,128.7,Park,79,55,Medium,25.5,43.7,No,Booth,Moderate
Saturday,11,1,Hot,33.1,74.2,Sunny,1,1,0,Winter,0,42,High,3.8,FastFood,Medium,Available,179.1,None,100,26,Medium,25.7,38.6,No,Outdoor,Noisy
